,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
2152,AKX,2017-02-04,2018-06-11,492,Saturday,696978,EUR,77295,500003,468913,0.15458907246556522,6.06653729219225,0.9378203730777616,35-45,M,jon52,vmann@hotmail.com,Todd Zimmerman,M,61
2153,BYU,2018-03-21,2019-04-19,394,Wednesday,709952,USD,60359,500001,345708,0.12071775856448287,5.727530277174903,0.6914146171707657,40-45,F,jon52,vmann@hotmail.com,Todd Zimmerman,M,61
2154,AKX,2017-12-24,2018-07-05,193,Sunday,574315,GBP,45204,500003,326323,0.09040745755525467,7.218896557826741,0.6526420841474951,25-30,B,jon52,vmann@hotmail.com,Todd Zimmerman,M,61
2155,KTR,2018-02-20,2019-02-10,355,Tuesday,405176,USD,40516,500006,394127,0.08103102762766846,9.727687827031296,0.7882445410655072,40-50,M,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2156,BYU,2017-12-23,2018-02-15,54,Saturday,595108,EUR,31781,499998,180858,0.063562254249017,5.690758629369749,0.36171744686978746,30-45,M,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2157,BYU,2017-05-10,2019-11-04,908,Wednesday,59599,GBP,61114,499998,57085,0.12222848891395566,0.9340740255915175,0.11417045668182672,30-40,F,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2158,AKX,2016-08-27,2017-11-18,448,Saturday,818772,GBP,32469,500001,643233,0.06493787012425975,19.810680957220733,1.2864634270731459,45-60,F,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2159,AKX,2016-08-24,2017-08-06,347,Wednesday,439860,GBP,84946,499999,75708,0.16989233978467957,0.8912485579073764,0.15141630283260565,25-40,M,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2160,BYU,2017-08-18,2019-12-01,835,Friday,795231,GBP,73758,499999,509642,0.14751629503259006,6.909650478592153,1.0192860385720772,40-55,M,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2161,GRZ,2016-09-25,2017-11-28,429,Sunday,637771,EUR,67826,499999,131358,0.1356522713045426,1.9366909444755698,0.26271652543305085,30-40,M,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2162,BYU,2017-09-19,2019-01-25,493,Tuesday,253580,GBP,22501,499998,135256,0.045002180008720034,6.0111106173058975,0.2705130820523282,35-45,B,scottmichael,kellyramirez@mitchell.biz,Michelle Johnson,F,20
2163,AKX,2017-03-24,2018-07-10,473,Friday,315082,USD,65339,499997,188321,0.13067878407270445,2.882214297739482,0.3766442598655592,40-55,F,brendahodges,nwang@hotmail.com,Rebecca Potter,F,27
2164,AKX,2018-05-14,2018-02-06,-97,Monday,485137,EUR,36948,500001,253432,0.07389585220829559,6.859153404785103,0.5068629862740275,35-40,F,brendahodges,nwang@hotmail.com,Rebecca Potter,F,27
2165,KTR,2017-01-27,2018-03-26,423,Friday,103998,GBP,26607,500000,39166,0.053214,1.472018641710828,0.078332,25-30,F,brendahodges,nwang@hotmail.com,Rebecca Potter,F,27
2166,GRZ,2018-05-06,2018-06-07,32,Sunday,782436,EUR,19147,499997,48890,0.03829422976537859,2.5534026218206507,0.0977805866835201,25-45,B,brendahodges,nwang@hotmail.com,Rebecca Potter,F,27
2167,KTR,2018-07-16,2019-06-11,330,Monday,747501,GBP,24979,500000,637887,0.049958,25.53693102205853,1.275774,35-40,F,brendahodges,nwang@hotmail.com,Rebecca Potter,F,27
2168,GRZ,2018-09-04,2019-11-06,428,Tuesday,60555,GBP,65107,499999,6849,0.13021426042852086,0.10519606186738753,0.013698027396054793,45-60,B,ncastro,marcwilson@oconnor.com,Samantha Fields,F,79
2169,AKX,2017-02-17,2017-06-22,125,Friday,47801,EUR,72889,499999,26462,0.14577829155658312,0.3630451782847892,0.052924105848211694,25-40,M,ncastro,marcwilson@oconnor.com,Samantha Fields,F,79
2170,GRZ,2017-04-08,2018-05-16,403,Saturday,569728,GBP,31818,499999,441098,0.06363612727225454,13.863159218052674,0.8821977643955288,40-55,F,ncastro,marcwilson@oconnor.com,Samantha Fields,F,79
2171,AKX,2017-09-30,2018-04-27,209,Saturday,533409,GBP,22197,500000,483796,0.044394,21.79555795828265,0.967592,25-40,B,ncastro,marcwilson@oconnor.com,Samantha Fields,F,79
2172,BYU,2017-12-08,2018-08-25,260,Friday,43813,EUR,8568,499999,11551,0.017136034272068543,1.348155929038282,0.023102046204092407,40-60,B,ncastro,marcwilson@oconnor.com,Samantha Fields,F,79
2173,KTR,2018-05-30,2018-06-26,27,Wednesday,453422,USD,14517,499997,349178,0.02903417420504523,24.053041261968726,0.6983601901611409,35-55,B,stevenscolin,shawsean@yahoo.com,Andrew Baker,M,41
2174,KTR,2018-07-23,2018-12-27,157,Monday,85245,GBP,72033,499998,66339,0.14406657626630506,0.9209528965890633,0.13267853071412286,30-35,M,stevenscolin,shawsean@yahoo.com,Andrew Baker,M,41
2175,GRZ,2016-08-17,2017-05-16,272,Wednesday,536393,USD,13967,499998,181508,0.027934111736446946,12.995489367795518,0.3630174520698083,35-55,F,stevenscolin,shawsean@yahoo.com,Andrew Baker,M,41
2176,KTR,2016-10-27,2016-02-11,-259,Thursday,689277,EUR,13689,499995,657400,0.027378273782737828,48.02396084447366,1.3148131481314813,30-45,M,stevenscolin,shawsean@yahoo.com,Andrew Baker,M,41
2177,BYU,2018-03-01,2019-01-13,318,Thursday,961249,GBP,34401,499998,542713,0.06880227520910083,15.7760820906369,1.0854303417213669,25-45,M,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2178,AKX,2017-08-04,2017-06-18,-47,Friday,860397,USD,45775,499998,288529,0.09155036620146481,6.303200436919716,0.577060308241233,30-45,B,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2179,AKX,2017-07-28,2018-09-23,422,Friday,697742,GBP,67837,500001,588470,0.1356737286525427,8.674764509043737,1.1769376461247079,25-45,B,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2180,BYU,2017-08-29,2018-07-21,326,Tuesday,57191,GBP,37098,500001,16124,0.07419585160829678,0.4346325947490431,0.032247935504128994,30-50,B,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2181,GRZ,2018-04-05,2020-04-16,742,Thursday,407087,EUR,35133,500002,335765,0.07026571893712426,9.556969231207127,0.6715273138907444,30-40,F,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2182,BYU,2017-01-15,2018-08-06,568,Sunday,301409,EUR,31110,499999,147575,0.06222012444024888,4.74365155898425,0.2951505903011806,30-45,B,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2183,GRZ,2017-09-18,2017-11-27,70,Monday,5519,EUR,13612,499999,4230,0.027224054448108895,0.3107552159858948,0.00846001692003384,35-50,F,jonesalfred,lmcintyre@hotmail.com,Stephanie Santana,F,59
2184,GRZ,2017-09-11,2019-08-24,712,Monday,180645,EUR,33182,499999,66212,0.06636413272826545,1.9954192031824483,0.1324242648485297,25-30,B,samuel95,bmiller@hotmail.com,Marcus Lynn,M,47
2185,AKX,2017-10-22,2019-09-16,694,Sunday,989569,USD,46877,499999,62340,0.09375418750837501,1.329863259167609,0.12468024936049872,30-35,M,samuel95,bmiller@hotmail.com,Marcus Lynn,M,47
2186,KTR,2017-06-01,2017-08-27,87,Thursday,543736,USD,36371,500003,273795,0.0727415635506187,7.527838112782161,0.5475867144797131,40-45,B,laura01,ashaw@gmail.com,Mr. Michael Davis,M,85
2187,BYU,2017-02-09,2019-03-16,765,Thursday,637192,GBP,29335,500000,177610,0.05867,6.05454235554798,0.35522,40-55,M,laura01,ashaw@gmail.com,Mr. Michael Davis,M,85
2188,GRZ,2017-11-14,2019-01-25,437,Tuesday,170777,EUR,71815,500003,140656,0.14362913822517065,1.9585880387105759,0.2813103121381272,30-40,B,laura01,ashaw@gmail.com,Mr. Michael Davis,M,85
2189,GRZ,2018-01-26,2018-05-30,124,Friday,35618,EUR,20710,500000,4588,0.04142,0.22153549010140028,0.009176,45-50,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2190,AKX,2017-08-30,2017-12-22,114,Wednesday,903633,EUR,60224,499997,800235,0.12044872269233615,13.28764280021254,1.6004796028776174,30-35,F,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2191,KTR,2017-04-14,2018-03-03,323,Friday,249690,GBP,34608,499996,59339,0.06921655373242985,1.7146035598705502,0.11867894943159546,20-40,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2192,AKX,2018-04-19,2018-08-14,117,Thursday,704582,GBP,29785,499995,500048,0.05957059570595706,16.788584858150074,1.0001060010600107,40-65,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2193,BYU,2017-10-10,2017-03-11,-213,Tuesday,118239,GBP,12493,500002,76781,0.024985900056399776,6.14592171616105,0.153561385754457,20-35,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2194,AKX,2016-08-20,2018-09-05,746,Saturday,357250,EUR,59398,500002,304924,0.11879552481790073,5.133573520993973,0.6098455606177575,40-55,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2195,GRZ,2017-12-10,2019-08-29,627,Sunday,185858,GBP,32688,500001,121249,0.0653758692482615,3.709281693587861,0.24249751500497,20-45,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2196,BYU,2018-07-23,2018-11-16,116,Monday,79397,USD,59184,499999,70294,0.11836823673647347,1.18771965396053,0.14058828117656236,20-35,B,brownsandra,danielowens@myers.info,Sarah Anderson,F,29
2197,AKX,2018-02-02,2018-02-28,26,Friday,371940,GBP,64561,499997,309577,0.12912277473664843,4.795108502036833,0.6191577149462897,30-45,M,terrihopkins,porterkaren@hotmail.com,Jordan Case,M,89
2198,AKX,2018-04-20,2019-04-15,360,Friday,491141,EUR,59854,500002,121342,0.11970752116991532,2.02729976275604,0.24268302926788293,30-50,B,terrihopkins,porterkaren@hotmail.com,Jordan Case,M,89
2199,AKX,2016-07-12,2018-02-25,593,Tuesday,550613,EUR,55038,499999,177258,0.1100762201524403,3.220647552600022,0.3545167090334181,25-40,F,terrihopkins,porterkaren@hotmail.com,Jordan Case,M,89
2200,GRZ,2018-01-23,2018-08-29,218,Tuesday,968857,EUR,31257,499997,611928,0.06251437508625052,19.57731068240714,1.2238633431800592,20-35,B,terrihopkins,porterkaren@hotmail.com,Jordan Case,M,89
2201,AKX,2017-07-04,2018-04-28,298,Tuesday,64139,GBP,65509,500001,60738,0.13101773796452407,0.9271703124761483,0.1214757570484859,35-45,M,terrihopkins,porterkaren@hotmail.com,Jordan Case,M,89
2202,AKX,2016-12-11,2016-11-22,-19,Sunday,543403,USD,53075,500001,68661,0.1061497877004246,1.2936599152143193,0.1373217253565493,40-55,B,victor05,wrightchristopher@hansen.biz,Jeffrey Martin,M,53
2203,AKX,2017-09-13,2017-05-12,-124,Wednesday,42315,GBP,16496,499998,24035,0.03299213196852788,1.4570198836081474,0.04807019228076912,30-35,B,victor05,wrightchristopher@hansen.biz,Jeffrey Martin,M,53
2204,KTR,2016-10-10,2017-09-13,338,Monday,450583,GBP,80351,499997,114762,0.1607029642177853,1.4282585157620937,0.22952537715226293,35-60,B,victor05,wrightchristopher@hansen.biz,Jeffrey Martin,M,53
2205,BYU,2017-04-15,2018-05-21,401,Saturday,837467,USD,40845,499998,500441,0.08169032676130704,12.25219733137471,1.0008860035440141,35-45,F,victor05,wrightchristopher@hansen.biz,Jeffrey Martin,M,53
2206,AKX,2017-03-11,2018-12-17,646,Saturday,388645,EUR,24429,500001,66300,0.04885790228419543,2.7139874739039667,0.1325997348005304,40-60,F,tommycollier,kristenshelton@oconnor-hopkins.com,Jessica Logan,F,38
2207,BYU,2018-09-06,2019-10-06,395,Thursday,324211,EUR,42420,500000,57138,0.08484,1.346958981612447,0.114276,30-50,B,tommycollier,kristenshelton@oconnor-hopkins.com,Jessica Logan,F,38
2208,BYU,2017-03-22,2017-04-18,27,Wednesday,316558,EUR,48659,500001,145431,0.09731780536438928,2.988779054234571,0.29086141827716344,20-40,M,tommycollier,kristenshelton@oconnor-hopkins.com,Jessica Logan,F,38
2209,GRZ,2017-02-10,2018-05-07,451,Friday,605149,USD,35859,499998,259458,0.07171828687314749,7.235505730778884,0.5189180756723026,20-35,F,tommycollier,kristenshelton@oconnor-hopkins.com,Jessica Logan,F,38
2210,GRZ,2017-04-09,2018-11-01,571,Sunday,881622,USD,27845,499997,56227,0.05569033414200485,2.019285329502604,0.11245467472804836,40-55,M,tommycollier,kristenshelton@oconnor-hopkins.com,Jessica Logan,F,38
2211,AKX,2017-06-13,2018-09-16,460,Tuesday,582976,USD,31717,500001,145321,0.06343387313225374,4.581801557524356,0.2906414187171626,25-30,B,katherine75,martinezlaura@webb.biz,Regina Reeves,F,57
2212,GRZ,2016-10-23,2017-10-06,348,Sunday,407134,USD,44026,499998,218691,0.08805235220940884,4.967314768545859,0.43738374953499815,35-55,B,katherine75,martinezlaura@webb.biz,Regina Reeves,F,57
2213,AKX,2016-10-13,2017-04-03,172,Thursday,947541,USD,24173,500003,581738,0.04834570992574044,24.0656103917594,1.163469019185885,35-45,F,katherine75,martinezlaura@webb.biz,Regina Reeves,F,57
2214,AKX,2018-09-05,2019-12-08,459,Wednesday,807363,GBP,8189,499999,66628,0.016378032756065513,8.1362803761143,0.13325626651253303,30-40,M,zbrown,sarah71@yahoo.com,Krista Walton,F,89
2215,KTR,2016-09-22,2018-10-06,744,Thursday,18293,GBP,80265,500000,13640,0.16053,0.1699370834112004,0.02728,40-60,B,zbrown,sarah71@yahoo.com,Krista Walton,F,89
2216,BYU,2017-07-05,2017-07-20,15,Wednesday,316208,EUR,31915,499996,47340,0.06383051064408515,1.4833150556164814,0.09468075744605957,25-40,M,spencer18,julianwalker@hotmail.com,Nicholas Andrade DDS,M,24
2217,AKX,2016-11-17,2017-04-12,146,Thursday,424190,GBP,83029,500000,270524,0.166058,3.2581868985535176,0.541048,25-35,B,spencer18,julianwalker@hotmail.com,Nicholas Andrade DDS,M,24
2218,AKX,2017-02-16,2018-03-01,378,Thursday,695761,EUR,35117,500000,417851,0.070234,11.898823931429222,0.835702,25-40,B,spencer18,julianwalker@hotmail.com,Nicholas Andrade DDS,M,24
2219,KTR,2018-09-03,2019-07-07,307,Monday,824373,USD,78514,499998,137998,0.15702862811451246,1.7576228443334947,0.2759971039884159,35-55,B,spencer18,julianwalker@hotmail.com,Nicholas Andrade DDS,M,24
2220,BYU,2017-05-18,2019-02-27,650,Thursday,23384,EUR,6423,500002,9388,0.012845948616205536,1.461622294877783,0.018775924896300415,40-55,B,ronaldjones,harristammy@johnston.com,Kyle Camacho,M,20
2221,KTR,2017-10-22,2018-06-05,226,Sunday,494526,USD,84912,499999,172,0.1698243396486793,0.002025626530996797,0.000344000688001376,35-40,F,ronaldjones,harristammy@johnston.com,Kyle Camacho,M,20
2222,GRZ,2017-03-28,2018-02-08,317,Tuesday,723723,EUR,26528,500004,40090,0.05305557555539556,1.5112334137515078,0.08017935856513148,35-55,M,ronaldjones,harristammy@johnston.com,Kyle Camacho,M,20
2223,AKX,2018-07-23,2019-01-11,172,Monday,173035,USD,15025,500007,44082,0.030049579305889716,2.933910149750416,0.0881627657212799,35-40,B,ronaldjones,harristammy@johnston.com,Kyle Camacho,M,20
2224,KTR,2017-09-13,2019-08-08,694,Wednesday,805877,GBP,65549,499999,533229,0.1310982621965244,8.134815176432898,1.0664601329202659,30-45,B,gregorytanner,jonathan02@gibson-soto.com,Sophia Davis,F,87
2225,KTR,2017-09-24,2017-11-24,61,Sunday,334910,EUR,21268,499999,249180,0.042536085072170146,11.716193342110213,0.49836099672199347,35-40,M,gregorytanner,jonathan02@gibson-soto.com,Sophia Davis,F,87
2226,GRZ,2017-05-10,2019-10-07,880,Wednesday,47929,USD,11148,499996,23657,0.022296178369426954,2.1220846788661643,0.04731437851502812,20-25,F,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2227,GRZ,2018-08-08,2020-03-05,575,Wednesday,957238,GBP,18526,499999,207026,0.03705207410414821,11.17488934470474,0.4140528281056562,20-35,M,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2228,KTR,2016-08-31,2017-02-13,166,Wednesday,674910,EUR,27367,500002,79138,0.05473378106487574,2.891730916797603,0.15827536689853242,30-40,M,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2229,BYU,2017-03-10,2018-07-27,504,Friday,495690,USD,13978,500001,213695,0.027955944088111823,15.287952496780655,0.42738914522170957,30-55,B,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2230,GRZ,2018-02-24,2019-04-17,417,Saturday,528853,USD,17738,500000,123381,0.035476,6.955744728830759,0.246762,40-55,F,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2231,GRZ,2017-04-05,2018-01-21,291,Wednesday,272641,EUR,22424,500001,203340,0.044847910304179395,9.067962896896182,0.4066791866416267,30-35,F,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2232,AKX,2017-10-27,2018-06-22,238,Friday,721520,USD,61849,500000,226583,0.123698,3.663486879335155,0.453166,25-30,B,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2233,AKX,2018-11-04,2019-08-13,282,Sunday,18368,GBP,9608,500002,6745,0.019215923136307454,0.7020191507077436,0.013489946040215839,30-45,M,barbaralynch,james10@noble.biz,Brandi Simpson,F,84
2234,AKX,2018-03-31,2019-10-28,576,Saturday,864866,EUR,19481,500001,791083,0.03896192207615585,40.607925671166775,1.5821628356743287,35-40,M,moorekristina,meganbird@yahoo.com,Bernard Parker,M,42
2235,BYU,2018-02-20,2020-02-14,724,Tuesday,808605,USD,5899,500001,373559,0.011797976404047191,63.325817935243265,0.7471165057669885,20-30,B,moorekristina,meganbird@yahoo.com,Bernard Parker,M,42
2236,GRZ,2018-05-15,2019-08-17,459,Tuesday,977327,USD,79212,499997,510467,0.1584249505497033,6.444313992829369,1.0209401256407538,25-40,M,moorekristina,meganbird@yahoo.com,Bernard Parker,M,42
2237,GRZ,2018-04-18,2018-06-15,58,Wednesday,43202,GBP,24667,500000,10134,0.049334,0.4108322860501885,0.020268,30-45,F,moorekristina,meganbird@yahoo.com,Bernard Parker,M,42
2238,BYU,2017-11-17,2018-10-07,324,Friday,621793,GBP,51716,499998,278230,0.10343241372965492,5.3799597803387735,0.5564622258489034,30-35,B,moorekristina,meganbird@yahoo.com,Bernard Parker,M,42
2239,BYU,2017-05-17,2018-09-14,485,Wednesday,251987,USD,22021,499996,185577,0.04404235233881871,8.427273965759957,0.37115696925575403,30-40,B,smithvalerie,david12@brown.com,Angela Wise,F,39
2240,BYU,2018-03-02,2019-03-30,393,Friday,489177,EUR,20430,500001,237519,0.04085991828016344,11.625991189427312,0.4750370499259001,20-30,F,smithvalerie,david12@brown.com,Angela Wise,F,39
2241,AKX,2017-11-29,2018-08-06,250,Wednesday,305958,EUR,74056,499999,114825,0.14811229622459246,1.5505158258615102,0.2296504593009186,35-55,B,david76,christine01@gallagher.com,Angelica Johnson,F,48
2242,KTR,2016-10-13,2018-03-15,518,Thursday,743750,EUR,8541,499999,333639,0.017082034164068328,39.06322444678609,0.6672793345586692,20-35,M,david76,christine01@gallagher.com,Angelica Johnson,F,48
2243,KTR,2017-09-26,2019-12-02,797,Tuesday,70536,GBP,54628,499998,60653,0.10925643702574811,1.1102914256425276,0.12130648522594091,35-55,M,david76,christine01@gallagher.com,Angelica Johnson,F,48
2244,KTR,2017-12-17,2019-06-11,541,Sunday,805244,USD,45599,500000,497314,0.091198,10.90624794403386,0.994628,40-45,M,david76,christine01@gallagher.com,Angelica Johnson,F,48
2245,AKX,2018-07-31,2019-04-22,265,Tuesday,11038,EUR,52867,500000,4143,0.105734,0.0783664667940303,0.008286,20-35,B,david76,christine01@gallagher.com,Angelica Johnson,F,48
2246,AKX,2016-10-21,2017-10-23,367,Friday,593022,EUR,40713,499999,269394,0.0814261628523257,6.616903691695527,0.5387890775781552,20-25,M,david76,christine01@gallagher.com,Angelica Johnson,F,48
2247,KTR,2017-11-17,2019-03-22,490,Friday,761343,GBP,20618,499997,546143,0.0412362474174845,26.488650693568726,1.0922925537553225,40-50,M,david76,christine01@gallagher.com,Angelica Johnson,F,48
2248,KTR,2016-12-25,2017-10-16,295,Sunday,887378,USD,52908,499999,424424,0.10581621163242326,8.021924850684206,0.8488496976993954,40-50,B,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2249,KTR,2017-10-13,2018-06-09,239,Friday,539177,EUR,22125,499999,538345,0.044250088500177,24.331977401129944,1.0766921533843068,25-35,F,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2250,BYU,2018-04-17,2018-10-31,197,Tuesday,132022,EUR,83466,499997,74956,0.16693300159800958,0.898042316631922,0.14991289947739686,30-35,B,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2251,BYU,2016-04-10,2017-10-22,560,Sunday,220762,EUR,44337,499999,36858,0.0886741773483547,0.8313147032952162,0.07371614743229486,25-30,M,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2252,AKX,2017-01-20,2017-06-11,142,Friday,369702,EUR,70960,499999,91316,0.14192028384056768,1.2868658399098083,0.18263236526473053,45-55,M,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2253,AKX,2017-07-24,2018-10-09,442,Monday,859744,USD,46906,499997,221356,0.09381256287537726,4.719140408476528,0.4427146562879377,45-50,F,walter68,blankenshippaul@cannon.biz,April Mcknight,F,19
2254,AKX,2016-04-12,2018-08-05,845,Tuesday,512434,GBP,41495,500001,476527,0.08298983402033196,11.483961923123267,0.9530520938958122,20-40,M,gordondavid,sabrina26@fernandez.net,Bruce Taylor,M,82
2255,KTR,2018-11-08,2019-07-09,243,Thursday,8803,USD,50466,499997,3810,0.10093260559563358,0.07549637379621923,0.007620045720274322,30-35,F,gordondavid,sabrina26@fernandez.net,Bruce Taylor,M,82
2256,KTR,2018-06-25,2019-03-29,277,Monday,447274,EUR,85202,499998,437317,0.17040468161872646,5.132708152390789,0.8746374985499942,35-45,M,gordondavid,sabrina26@fernandez.net,Bruce Taylor,M,82
2257,AKX,2016-10-19,2018-12-06,778,Wednesday,656523,USD,11525,499996,348087,0.023050184401475212,30.202776572668114,0.6961795694365555,25-30,F,warrendavid,alexlawson@gmail.com,Timothy Hale,M,42
2258,AKX,2016-08-13,2017-10-15,428,Saturday,127352,EUR,56395,500002,97844,0.11278954884180463,1.7349765050093093,0.195687217251131,20-40,B,warrendavid,alexlawson@gmail.com,Timothy Hale,M,42
2259,AKX,2017-08-30,2019-06-07,646,Wednesday,775571,EUR,41297,500000,220912,0.082594,5.349347410223503,0.441824,25-30,B,warrendavid,alexlawson@gmail.com,Timothy Hale,M,42
2260,AKX,2017-05-29,2018-06-09,376,Monday,717723,GBP,28172,500002,405606,0.0563437746249015,14.397486866392162,0.8112087551649794,40-60,M,warrendavid,alexlawson@gmail.com,Timothy Hale,M,42
2261,BYU,2017-10-15,2018-10-14,364,Sunday,300504,USD,16418,499998,185908,0.03283613134452538,11.323425508588135,0.37181748726994907,40-45,B,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2262,AKX,2018-06-08,2018-06-12,4,Friday,557559,EUR,65821,500003,7264,0.13164121015273908,0.11035991552847875,0.014527912832523004,25-30,B,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2263,AKX,2016-11-23,2018-06-09,563,Wednesday,773344,USD,39144,500001,401585,0.07828784342431315,10.259171265072553,0.8031683936632127,30-55,B,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2264,BYU,2018-09-03,2019-03-19,197,Monday,735691,EUR,34646,499994,605350,0.06929283151397816,17.472435490388502,1.2107145285743428,45-55,M,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2265,AKX,2018-06-06,2019-03-17,284,Wednesday,929089,USD,82525,500000,159664,0.16505,1.9347349288094517,0.319328,25-50,F,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2266,GRZ,2018-07-01,2019-11-22,509,Sunday,926700,EUR,9421,500000,749748,0.018842,79.58263453985776,1.499496,40-55,F,fergusonpaige,jsmith@hotmail.com,Lisa Garza,F,77
2267,GRZ,2018-12-01,2019-08-25,267,Saturday,37568,EUR,4311,500000,5659,0.008622,1.3126884713523543,0.011318,40-45,M,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2268,BYU,2016-11-10,2016-10-24,-17,Thursday,858538,USD,16448,499996,234544,0.03289626317010536,14.259727626459144,0.46909175273402187,25-45,F,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2269,AKX,2017-11-07,2018-05-27,201,Tuesday,505323,USD,43384,499998,359326,0.08676834707338829,8.282454361054766,0.7186548746194985,30-35,M,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2270,GRZ,2017-11-29,2018-06-04,187,Wednesday,846165,USD,52238,500003,121328,0.10447537314776112,2.322600405834833,0.24265454407273557,20-40,F,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2271,BYU,2018-07-20,2020-05-29,679,Friday,82587,EUR,63325,500000,20694,0.12665,0.32679036715357285,0.041388,40-55,F,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2272,BYU,2017-02-18,2017-11-27,282,Saturday,126950,GBP,62260,499999,103815,0.12452024904049808,1.6674429810472213,0.2076304152608305,20-40,M,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2273,KTR,2017-05-03,2018-12-31,607,Wednesday,350348,GBP,22164,499994,130799,0.04432853194238331,5.901416711784877,0.26160113921367056,30-45,M,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2274,GRZ,2018-01-30,2019-12-16,685,Tuesday,877727,GBP,47333,500001,756866,0.09466581066837866,15.990239367882872,1.5137289725420549,25-40,F,kimberlytaylor,royjennifer@jacobs.com,Christina Smith,F,83
2275,GRZ,2018-02-03,2020-07-02,880,Saturday,686481,GBP,90259,499997,300291,0.18051908311449869,3.3269923220953035,0.6005856035136211,25-45,F,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2276,BYU,2017-04-22,2018-08-18,483,Saturday,717610,GBP,53189,499996,170228,0.10637885103080824,3.2004361804132433,0.34045872366978935,20-30,M,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2277,AKX,2018-03-05,2018-03-12,7,Monday,575857,GBP,65942,500000,390478,0.131884,5.92153710836796,0.780956,35-55,M,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2278,GRZ,2017-11-19,2019-10-09,689,Sunday,533710,GBP,52797,500000,493617,0.105594,9.34933803056992,0.987234,35-50,M,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2279,GRZ,2017-12-07,2018-09-17,284,Thursday,665823,EUR,27389,500001,261392,0.05477789044421911,9.543685421154478,0.5227829544340912,40-45,F,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2280,KTR,2017-02-02,2018-12-24,690,Thursday,511593,EUR,42359,500000,347260,0.084718,8.198021671899715,0.69452,25-45,M,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
2281,KTR,2017-09-19,2018-01-02,105,Tuesday,490697,EUR,63995,499997,282693,0.12799076794460768,4.417423236190327,0.565389392336354,20-40,F,dblack,hernandezlaurie@gmail.com,Valerie Brown PhD,F,72
